date,PREC_DAILY,WTEQ_DAILY
1987-10-01,0.0,0.0
1987-10-02,0.0,0.0
1987-10-03,0.0,0.0
1987-10-04,0.0,0.0
1987-10-05,0.0,0.0
1987-10-06,0.0,0.0
1987-10-07,0.2,0.0
1987-10-08,0.3,0.0
1987-10-09,0.3,0.0
1987-10-10,0.3,0.0
1987-10-11,0.3,0.0
1987-10-12,0.3,0.0
1987-10-13,0.3,0.0
1987-10-14,0.3,0.0
1987-10-15,0.3,0.0
1987-10-16,0.3,0.0
1987-10-17,0.8,0.2
1987-10-18,0.8,0.2
1987-10-19,0.8,0.2
1987-10-20,0.8,0.1
1987-10-21,0.8,0.0
1987-10-22,0.8,0.0
1987-10-23,0.8,0.0
1987-10-24,0.8,0.0
1987-10-25,0.8,0.0
1987-10-26,0.8,0.0
1987-10-27,0.8,0.0
1987-10-28,0.8,0.0
1987-10-29,0.8,0.0
1987-10-30,0.8,0.0
1987-10-31,0.8,0.0
1987-11-01,0.8,0.0
1987-11-02,0.8,0.0
1987-11-03,0.8,0.0
1987-11-04,0.8,0.0
1987-11-05,0.8,0.0
1987-11-06,0.8,0.0
1987-11-07,0.8,0.0
1987-11-08,0.8,0.0
1987-11-09,0.8,0.0
1987-11-10,0.8,0.0
1987-11-11,0.9,0.0
1987-11-12,1.0,0.1
1987-11-13,1.3,0.3
1987-11-14,1.5,0.4
1987-11-15,1.5,0.4
1987-11-16,1.7,0.7
1987-11-17,1.7,0.7
1987-11-18,1.7,0.7
1987-11-19,1.8,0.7
1987-11-20,1.8,0.7
1987-11-21,1.8,0.6
1987-11-22,1.8,0.6
1987-11-23,1.9,0.6
1987-11-24,1.9,0.5
1987-11-25,1.9,0.5
1987-11-26,1.9,0.5
1987-11-27,1.9,0.5
1987-11-28,1.9,0.5
1987-11-29,2.0,0.5
1987-11-30,2.0,0.5
1987-12-01,2.4,0.9
1987-12-02,2.9,0.9
1987-12-03,3.1,0.9
1987-12-04,3.1,0.9
1987-12-05,3.1,0.9
1987-12-06,3.4,1.0
1987-12-07,3.5,1.2
1987-12-08,3.7,1.5
1987-12-09,4.1,2.3
1987-12-10,4.3,2.7
1987-12-11,4.4,2.8
1987-12-12,4.4,2.8
1987-12-13,4.5,3.0
1987-12-14,4.5,3.0
1987-12-15,4.6,3.2
1987-12-16,4.7,3.4
1987-12-17,4.7,3.4
1987-12-18,4.7,3.4
1987-12-19,4.7,3.4
1987-12-20,4.8,3.5
1987-12-21,5.4,3.9
1987-12-22,5.8,4.5
1987-12-23,5.9,4.5
1987-12-24,5.9,4.5
1987-12-25,6.0,4.6
1987-12-26,6.0,4.6
1987-12-27,6.0,4.6
1987-12-28,6.0,4.6
1987-12-29,6.1,4.7
1987-12-30,6.2,4.8
1987-12-31,6.3,4.9
1988-01-01,6.3,4.9
1988-01-02,6.4,5.0
1988-01-03,6.4,5.0
1988-01-04,6.4,5.0
1988-01-05,6.5,5.1
1988-01-06,6.5,5.1
1988-01-07,6.5,5.1
1988-01-08,6.8,5.3
1988-01-09,7.2,6.0
1988-01-10,8.4,7.7
1988-01-11,8.9,8.5
1988-01-12,9.0,8.5
1988-01-13,9.2,8.9
1988-01-14,9.5,9.3
1988-01-15,9.8,9.8
1988-01-16,9.8,9.8
1988-01-17,9.9,9.9
1988-01-18,9.9,9.9
1988-01-19,9.9,9.9
1988-01-20,10.0,10.0
1988-01-21,10.0,10.0
1988-01-22,10.2,10.0
