date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
1999-10-01,0.0,0.0,0.0
1999-10-02,0.0,0.0,0.0
1999-10-03,0.0,0.0,0.0
1999-10-04,0.0,0.0,0.0
1999-10-05,0.0,0.0,0.0
1999-10-06,0.0,0.0,0.0
1999-10-07,0.0,0.0,0.0
1999-10-08,0.0,0.0,0.0
1999-10-09,0.0,0.0,0.0
1999-10-10,0.0,0.0,0.0
1999-10-11,0.0,0.0,0.0
1999-10-12,0.0,0.0,0.0
1999-10-13,0.0,0.0,0.0
1999-10-14,0.0,0.0,0.0
1999-10-15,0.0,0.0,0.0
1999-10-16,0.0,0.0,0.0
1999-10-17,0.0,0.0,0.0
1999-10-18,0.0,0.0,0.0
1999-10-19,0.0,0.0,0.0
1999-10-20,0.0,0.0,0.0
1999-10-21,0.0,0.0,0.0
1999-10-22,0.0,0.0,0.0
1999-10-23,0.0,0.0,0.0
1999-10-24,0.0,0.0,0.0
1999-10-25,0.0,0.0,0.0
1999-10-26,0.0,0.0,0.0
1999-10-27,0.0,0.0,0.0
1999-10-28,0.1,2.0,0.1
1999-10-29,0.1,2.0,0.1
1999-10-30,0.1,0.0,0.0
1999-10-31,0.1,0.0,0.0
1999-11-01,0.1,0.0,0.0
1999-11-02,0.1,0.0,0.0
1999-11-03,0.1,0.0,0.0
1999-11-04,0.1,0.0,0.0
1999-11-05,0.1,0.0,0.0
1999-11-06,0.1,0.0,0.0
1999-11-07,0.1,0.0,0.0
1999-11-08,0.1,0.0,0.0
1999-11-09,0.1,0.0,0.0
1999-11-10,0.1,0.0,0.0
1999-11-11,0.1,0.0,0.0
1999-11-12,0.1,0.0,0.0
1999-11-13,0.1,0.0,0.0
1999-11-14,0.1,0.0,0.0
1999-11-15,0.1,0.0,0.0
1999-11-16,0.1,0.0,0.0
1999-11-17,0.2,2.0,0.1
1999-11-18,0.2,2.0,0.1
1999-11-19,0.2,1.0,0.2
1999-11-20,0.2,2.0,0.2
1999-11-21,0.4,5.0,0.7
1999-11-22,0.5,3.0,0.7
1999-11-23,0.5,3.0,0.7
1999-11-24,0.5,2.0,1.0
1999-11-25,0.6,2.0,1.0
1999-11-26,0.6,2.0,1.0
1999-11-27,0.6,3.0,1.0
1999-11-28,0.6,2.0,1.0
1999-11-29,0.7,2.0,1.0
1999-11-30,0.7,2.0,1.0
1999-12-01,0.7,2.0,1.0
1999-12-02,0.7,1.0,1.0
1999-12-03,0.7,2.0,1.0
1999-12-04,0.7,3.0,1.0
1999-12-05,0.7,2.0,1.0
1999-12-06,0.7,2.0,1.0
1999-12-07,0.7,3.0,1.0
1999-12-08,0.8,3.0,1.3
1999-12-09,0.8,4.0,1.3
1999-12-10,0.8,5.0,1.3
1999-12-11,0.8,4.0,1.3
1999-12-12,0.8,4.0,1.3
1999-12-13,1.2,10.0,1.8
1999-12-14,1.2,9.0,1.8
1999-12-15,1.2,8.0,1.8
1999-12-16,1.2,7.0,1.8
1999-12-17,1.3,8.0,1.8
1999-12-18,1.3,7.0,1.8
1999-12-19,1.4,7.0,1.8
1999-12-20,1.4,8.0,1.8
1999-12-21,1.6,10.0,1.9
1999-12-22,1.6,9.0,1.9
1999-12-23,1.6,9.0,1.9
1999-12-24,1.6,9.0,1.9
1999-12-25,1.6,8.0,1.9
1999-12-26,1.6,9.0,1.9
1999-12-27,1.6,8.0,1.9
1999-12-28,1.6,9.0,1.9
1999-12-29,1.6,9.0,1.9
1999-12-30,1.6,8.0,1.9
1999-12-31,1.6,8.0,1.9
2000-01-01,1.6,9.0,1.9
2000-01-02,1.6,9.0,1.9
2000-01-03,1.6,9.0,1.9
2000-01-04,1.7,10.0,2.0
2000-01-05,1.7,10.0,2.0
2000-01-06,1.7,10.0,2.0
2000-01-07,1.7,10.0,2.0
2000-01-08,1.8,11.0,2.2
2000-01-09,1.9,12.0,2.4
2000-01-10,2.4,18.0,3.0
2000-01-11,2.6,18.0,3.2
2000-01-12,2.7,18.0,3.2
2000-01-13,2.7,17.0,3.2
2000-01-14,2.7,16.0,3.2
2000-01-15,2.8,15.0,3.3
2000-01-16,2.8,15.0,3.3
